Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
male,group B,associate's degree,standard,none,94,73,82
female,group B,some college,standard,none,56,58,58
male,group A,some college,standard,none,50,52,43
male,group E,high school,standard,none,69,66,62
female,group D,master's degree,standard,none,79,94,95
female,group C,some high school,standard,completed,78,84,85
male,group B,associate's degree,standard,completed,58,55,56
female,group A,some college,standard,completed,57,66,75
male,group D,some college,free/reduced,completed,67,67,69
male,group D,associate's degree,free/reduced,completed,58,64,58
male,group D,associate's degree,standard,none,75,66,63
female,group C,associate's degree,standard,completed,75,82,88
male,group B,some college,standard,none,64,54,46
male,group E,bachelor's degree,standard,completed,100,100,99
male,group A,master's degree,standard,completed,85,91,94
female,group B,some college,standard,none,69,75,75
male,group D,high school,standard,none,63,59,61
female,group B,some high school,free/reduced,completed,55,69,74
female,group D,associate's degree,standard,none,83,93,93
male,group D,some high school,standard,none,95,82,78
female,group C,associate's degree,standard,completed,90,100,100
female,group C,bachelor's degree,standard,none,51,60,64
male,group B,high school,standard,none,51,53,46
female,group B,some high school,standard,none,49,51,50
female,group C,some college,free/reduced,none,60,73,64
male,group D,associate's degree,free/reduced,completed,69,71,73
male,group E,associate's degree,free/reduced,none,86,82,77
male,group D,associate's degree,free/reduced,none,85,76,76
female,group C,bachelor's degree,standard,none,62,60,64
female,group D,associate's degree,standard,completed,87,91,94
male,group D,some high school,standard,none,62,57,52
female,group C,associate's degree,free/reduced,completed,48,64,72
female,group D,some college,standard,completed,69,92,94
male,group D,some college,standard,completed,84,71,72
female,group C,high school,standard,completed,59,67,71
male,group C,some high school,standard,none,73,64,59
male,group E,some high school,standard,none,92,89,77
female,group C,some high school,free/reduced,none,39,42,43
male,group C,associate's degree,standard,completed,67,61,65
female,group B,some high school,free/reduced,completed,49,68,67
female,group B,some high school,free/reduced,completed,48,55,53
female,group B,high school,free/reduced,none,52,62,61
male,group C,bachelor's degree,free/reduced,none,61,62,61
female,group D,some college,standard,completed,63,79,85
male,group C,some high school,free/reduced,none,54,43,40
female,group A,high school,standard,none,81,89,87
male,group C,associate's degree,standard,none,72,72,68
female,group D,bachelor's degree,free/reduced,none,58,58,66
male,group C,bachelor's degree,standard,none,72,75,72
female,group B,some college,standard,none,63,69,67
male,group D,some high school,standard,none,54,49,49
female,group D,bachelor's degree,standard,completed,70,89,94
female,group E,master's degree,standard,completed,88,97,95
female,group B,associate's degree,standard,none,67,85,80
male,group D,some high school,free/reduced,completed,76,86,78
male,group E,bachelor's degree,standard,completed,93,81,83
male,group D,associate's degree,standard,completed,54,55,63
male,group B,some college,standard,none,91,74,75
male,group D,some college,standard,none,84,81,88
male,group B,some college,free/reduced,completed,50,52,49
male,group A,some college,standard,none,79,87,75
female,group E,some college,free/reduced,none,78,94,89
male,group C,associate's degree,standard,completed,46,48,48
male,group C,master's degree,standard,none,55,51,50
female,group D,some college,standard,completed,58,70,72
male,group B,high school,standard,completed,83,91,82
male,group C,bachelor's degree,standard,none,66,64,67
female,group E,master's degree,free/reduced,none,82,86,84
female,group D,some high school,standard,completed,68,71,73
male,group C,some high school,standard,completed,69,72,66
male,group C,some college,standard,completed,82,82,79
male,group A,some college,free/reduced,none,71,66,66
male,group E,master's degree,free/reduced,none,54,34,38
male,group D,some high school,standard,none,40,39,39
male,group B,master's degree,free/reduced,none,54,43,47
male,group A,associate's degree,free/reduced,completed,69,74,68
male,group B,some high school,free/reduced,none,38,36,33
male,group A,high school,free/reduced,none,54,54,54
male,group B,some high school,standard,none,57,58,52
male,group C,some high school,free/reduced,none,42,41,42
male,group C,high school,free/reduced,none,61,56,55
male,group C,bachelor's degree,standard,none,58,66,55
female,group B,associate's degree,free/reduced,completed,42,60,56
male,group C,high school,free/reduced,none,39,43,36
male,group C,associate's degree,standard,none,78,76,70
female,group C,associate's degree,free/reduced,none,49,56,56
male,group C,bachelor's degree,free/reduced,none,69,79,76
male,group B,high school,free/reduced,completed,62,76,65
male,group D,high school,standard,none,63,55,54
male,group C,high school,standard,none,57,45,39
male,group C,some high school,standard,none,52,40,44
female,group E,associate's degree,standard,completed,100,98,100
male,group E,some college,standard,none,97,79,77
male,group B,master's degree,free/reduced,none,49,54,53
female,group A,master's degree,standard,completed,73,86,91
male,group C,some high school,free/reduced,none,60,64,61
male,group B,some college,standard,completed,67,63,64
female,group E,high school,free/reduced,none,68,82,81
male,group E,associate's degree,free/reduced,completed,64,59,61
male,group B,bachelor's degree,free/reduced,none,89,78,81
female,group B,master's degree,standard,none,58,64,67
male,group D,bachelor's degree,standard,completed,76,66,68
female,group C,associate's degree,free/reduced,completed,43,54,53
male,group B,associate's degree,standard,completed,84,72,71
male,group D,associate's degree,standard,none,65,58,59
male,group C,associate's degree,standard,none,76,76,67
male,group D,master's degree,standard,none,68,52,53
male,group C,some college,standard,none,72,68,68
male,group C,some college,standard,none,69,73,65
female,group E,associate's degree,standard,completed,67,72,71
female,group E,high school,standard,none,80,85,74
female,group D,some high school,free/reduced,none,38,56,53
female,group C,some college,standard,none,58,61,62
female,group E,high school,standard,none,75,76,82
male,group D,some college,standard,none,61,63,65
female,group B,associate's degree,standard,none,37,41,48
female,group C,master's degree,standard,none,72,85,89
female,group B,master's degree,standard,completed,80,96,93
female,group D,high school,free/reduced,none,35,49,52
male,group E,some college,free/reduced,completed,58,44,51
male,group B,some high school,standard,none,79,66,64
male,group C,some high school,free/reduced,none,55,56,48
male,group D,high school,standard,none,52,49,50
male,group C,associate's degree,standard,none,82,85,83
male,group C,some high school,free/reduced,none,72,71,65
female,group E,some college,standard,none,95,99,99
female,group C,high school,standard,none,60,66,56
male,group D,some college,free/reduced,none,70,83,73
female,group E,associate's degree,standard,none,87,98,96
female,group D,some college,standard,none,83,88,87
male,group B,high school,standard,completed,73,73,73
male,group C,associate's degree,standard,completed,58,58,50
female,group E,associate's degree,standard,completed,84,87,93
male,group B,associate's degree,free/reduced,completed,55,62,56
female,group A,some high school,standard,completed,49,66,65
male,group C,associate's degree,standard,none,75,70,69
female,group C,bachelor's degree,standard,none,79,75,68
female,group E,master's degree,standard,completed,82,94,93
female,group E,high school,standard,none,83,85,79
female,group D,high school,standard,completed,73,80,92
male,group C,high school,free/reduced,completed,46,49,48
male,group B,associate's degree,standard,none,39,43,42
female,group C,some college,free/reduced,completed,47,76,71
female,group C,some high school,free/reduced,none,59,66,65
male,group B,some high school,standard,completed,79,73,76
male,group D,bachelor's degree,standard,completed,94,97,100
male,group B,bachelor's degree,standard,none,77,71,68
male,group E,bachelor's degree,free/reduced,none,80,62,69
female,group C,some high school,standard,none,78,82,81
female,group C,some college,free/reduced,none,69,92,84
male,group C,bachelor's degree,standard,none,71,70,69
female,group B,some college,standard,none,61,63,66
female,group B,associate's degree,standard,none,80,80,82
male,group E,high school,standard,completed,95,89,90
female,group C,high school,free/reduced,none,64,71,70
male,group C,some college,standard,none,58,52,53
female,group B,bachelor's degree,standard,completed,84,89,91
female,group C,high school,standard,completed,52,63,59
male,group C,associate's degree,free/reduced,completed,65,75,68
male,group C,high school,free/reduced,none,41,37,30
male,group A,associate's degree,standard,completed,89,73,76
male,group E,associate's degree,standard,none,87,80,78
female,group D,some college,standard,none,71,75,79
male,group D,master's degree,free/reduced,none,65,49,54
male,group D,some college,standard,none,73,75,63
male,group E,some college,standard,completed,72,69,68
male,group D,some high school,free/reduced,completed,42,60,55
male,group D,high school,free/reduced,completed,55,61,51
male,group E,bachelor's degree,standard,none,78,66,62
female,group D,some high school,free/reduced,none,37,49,46
male,group C,associate's degree,standard,none,84,79,75
female,group B,some high school,standard,none,71,76,65
male,group D,associate's degree,free/reduced,none,51,56,55
female,group D,bachelor's degree,standard,none,49,53,55
male,group B,some high school,standard,none,72,72,66
male,group E,associate's degree,free/reduced,none,55,49,41
male,group D,some college,standard,completed,61,59,63
female,group C,some college,free/reduced,completed,75,82,85
female,group B,some high school,free/reduced,none,63,81,74
male,group C,some high school,free/reduced,completed,68,60,68
female,group C,master's degree,free/reduced,completed,61,89,90
male,group C,some college,standard,completed,79,71,70
male,group C,high school,standard,none,90,78,78
female,group C,high school,free/reduced,none,59,67,63
female,group C,bachelor's degree,free/reduced,completed,49,63,70
female,group D,some college,standard,none,69,77,72
female,group E,some college,standard,none,87,85,82
female,group B,associate's degree,standard,completed,55,66,71
female,group B,some college,standard,none,69,76,77
male,group B,associate's degree,standard,none,75,71,67
female,group B,high school,standard,completed,55,67,71
female,group C,some high school,standard,none,59,76,64
male,group B,associate's degree,free/reduced,none,30,33,30
female,group C,master's degree,standard,none,88,91,94
male,group B,master's degree,standard,completed,86,75,78
female,group D,master's degree,free/reduced,none,35,52,50
male,group C,master's degree,standard,none,45,41,40
female,group B,high school,standard,none,64,74,72
male,group D,some college,standard,completed,65,64,64
male,group C,some college,standard,completed,72,78,77
female,group C,some college,free/reduced,completed,51,64,64
female,group D,some college,free/reduced,completed,63,65,70
female,group E,high school,standard,completed,56,57,61
female,group C,high school,free/reduced,none,48,64,61
female,group D,some high school,standard,completed,69,79,80
female,group C,some college,free/reduced,none,35,45,47
male,group C,associate's degree,standard,none,58,59,58
male,group B,bachelor's degree,standard,completed,86,90,89
male,group C,associate's degree,free/reduced,none,81,82,77
male,group C,high school,standard,none,67,55,52
male,group A,associate's degree,standard,completed,82,81,83
female,group C,some high school,standard,none,67,75,73
female,group B,some college,standard,none,51,63,70
female,group E,some college,standard,completed,60,63,66
female,group C,bachelor's degree,free/reduced,none,39,49,49
male,group D,some high school,standard,completed,78,59,68
male,group E,high school,free/reduced,completed,65,67,59
male,group C,some high school,standard,completed,55,50,50
female,group D,bachelor's degree,standard,completed,76,85,86
female,group B,some college,standard,none,69,82,80
female,group D,associate's degree,standard,completed,77,98,100
female,group C,bachelor's degree,standard,none,47,57,59
female,group D,bachelor's degree,standard,none,62,67,73
male,group A,some high school,standard,none,76,76,72
male,group E,high school,free/reduced,completed,77,62,64
female,group B,master's degree,standard,none,65,74,75
male,group C,master's degree,free/reduced,none,56,59,55
female,group B,master's degree,free/reduced,none,70,77,77
male,group C,high school,standard,none,73,71,61
female,group A,some college,standard,none,74,82,80
male,group C,some high school,standard,none,66,68,60
male,group C,high school,free/reduced,completed,65,50,61
female,group C,some high school,standard,none,64,70,62
female,group B,bachelor's degree,standard,completed,80,94,91
male,group C,high school,standard,completed,91,80,84
female,group D,bachelor's degree,standard,none,75,86,88
female,group C,high school,standard,completed,61,67,64
female,group B,some high school,standard,none,73,81,84
female,group B,bachelor's degree,free/reduced,none,51,61,63
male,group A,high school,free/reduced,none,75,68,66
male,group B,high school,standard,completed,65,60,62
female,group A,some college,standard,none,81,80,82
female,group C,associate's degree,standard,none,57,65,61
male,group C,master's degree,standard,none,72,77,71
male,group D,associate's degree,free/reduced,none,51,46,45
female,group D,associate's degree,free/reduced,completed,79,91,95
female,group D,high school,free/reduced,none,33,47,39
female,group E,some high school,standard,none,78,93,88
male,group C,associate's degree,free/reduced,completed,47,38,44
male,group C,high school,free/reduced,none,71,57,61
male,group C,associate's degree,standard,completed,44,45,46
female,group B,associate's degree,standard,none,73,87,81
male,group B,associate's degree,standard,none,91,86,77
male,group C,high school,standard,none,72,68,59
male,group E,some high school,standard,none,95,79,87
male,group C,associate's degree,free/reduced,none,58,51,47
female,group A,some college,standard,completed,45,56,57
female,group A,some high school,standard,none,63,62,56
male,group C,some college,standard,completed,60,58,62
male,group B,high school,standard,none,52,52,48
male,group E,high school,free/reduced,none,69,73,64
male,group D,associate's degree,free/reduced,completed,73,67,74
female,group D,associate's degree,free/reduced,none,25,35,40
female,group C,some high school,standard,none,51,58,55
male,group B,associate's degree,standard,completed,73,71,68
male,group B,some high school,free/reduced,none,43,40,35
male,group D,master's degree,standard,none,75,85,81
female,group C,associate's degree,standard,completed,61,71,69
female,group B,some college,free/reduced,completed,71,92,92
male,group C,some college,free/reduced,none,58,54,47
male,group D,some college,free/reduced,none,52,58,50
female,group E,some college,standard,none,78,71,66
female,group C,bachelor's degree,standard,none,74,72,73
female,group D,some high school,standard,none,49,63,67
female,group B,some college,free/reduced,none,57,59,57
male,group E,associate's degree,free/reduced,none,58,44,38
male,group C,high school,standard,completed,63,64,59
female,group D,some high school,free/reduced,none,69,84,78
female,group B,associate's degree,standard,completed,65,82,84
male,group C,some college,free/reduced,none,48,51,45
female,group B,associate's degree,free/reduced,none,60,67,71
male,group E,bachelor's degree,free/reduced,none,54,53,50
female,group D,some high school,standard,none,60,73,75
female,group D,high school,standard,none,82,85,91
male,group C,associate's degree,standard,none,75,72,64
female,group C,some college,standard,none,57,73,65
female,group A,associate's degree,standard,none,73,94,97
female,group B,high school,standard,none,61,65,68
male,group B,high school,standard,none,58,50,43
male,group B,bachelor's degree,free/reduced,completed,86,88,89
female,group B,associate's degree,standard,none,59,65,60
male,group D,some college,free/reduced,none,81,79,79
female,group C,bachelor's degree,standard,none,89,92,85
female,group D,master's degree,free/reduced,completed,69,87,89
female,group C,associate's degree,standard,none,71,78,79
male,group D,associate's degree,standard,none,100,93,89
male,group A,high school,standard,completed,76,61,66
female,group B,associate's degree,free/reduced,none,52,62,50
male,group D,associate's degree,standard,completed,67,54,62
male,group D,associate's degree,standard,none,86,90,83
male,group C,associate's degree,standard,none,67,64,61
female,group B,bachelor's degree,free/reduced,completed,58,68,72
male,group C,some high school,standard,none,69,79,70
female,group B,bachelor's degree,standard,none,49,58,58
male,group D,high school,standard,none,89,83,77
female,group A,associate's degree,standard,none,69,78,72
female,group C,some college,standard,none,76,79,81
male,group E,some college,free/reduced,none,85,91,80
male,group C,high school,standard,none,80,92,83
female,group C,bachelor's degree,free/reduced,none,57,79,74
female,group C,associate's degree,standard,completed,66,79,85
female,group C,bachelor's degree,standard,none,54,66,63
female,group D,some college,standard,completed,61,75,79
male,group B,high school,free/reduced,completed,65,65,65
male,group C,bachelor's degree,standard,completed,87,78,77
male,group D,associate's degree,free/reduced,none,64,61,58
female,group C,some college,standard,none,71,88,83
male,group C,some high school,standard,completed,67,59,60
male,group B,associate's degree,standard,none,75,67,65
female,group A,bachelor's degree,standard,completed,63,72,68
female,group C,associate's degree,standard,none,47,63,58
male,group D,some college,standard,none,70,73,68
male,group C,master's degree,standard,none,83,76,71
male,group A,associate's degree,free/reduced,none,61,67,56
female,group E,associate's degree,free/reduced,completed,96,98,100
female,group C,master's degree,standard,none,78,85,80
male,group D,master's degree,free/reduced,none,74,68,66
female,group B,some high school,standard,completed,54,62,64
male,group B,associate's degree,standard,none,60,52,49
male,group C,master's degree,free/reduced,none,68,72,67
female,group A,high school,standard,none,59,76,69
male,group C,high school,standard,completed,42,45,45
female,group C,some high school,free/reduced,none,60,67,68
female,group D,some college,standard,none,60,67,70
female,group C,some college,free/reduced,none,65,71,67
male,group D,high school,free/reduced,none,68,73,69
female,group C,associate's degree,standard,completed,95,99,100
male,group B,some high school,standard,none,67,68,67
female,group B,some high school,free/reduced,none,58,67,64
female,group B,high school,standard,none,74,79,81
female,group D,high school,standard,none,65,72,70
female,group D,some high school,standard,none,68,68,69
male,group C,some college,standard,completed,77,76,73
female,group E,some college,standard,none,82,80,72
male,group D,some high school,standard,none,64,64,56
male,group E,some high school,free/reduced,none,53,61,49
female,group D,high school,standard,none,75,88,86
male,group D,bachelor's degree,standard,completed,99,91,91
male,group B,high school,free/reduced,completed,89,83,76
female,group D,high school,free/reduced,completed,66,81,82
female,group E,some high school,standard,none,87,89,90
male,group B,some college,free/reduced,none,54,50,47
female,group D,some high school,standard,none,91,89,91
male,group B,associate's degree,free/reduced,none,77,70,62
male,group D,associate's degree,free/reduced,none,66,67,61
male,group C,master's degree,free/reduced,completed,66,62,64
male,group E,associate's degree,standard,none,57,51,44
male,group B,bachelor's degree,standard,none,73,71,70
female,group B,associate's degree,standard,none,94,90,95
male,group C,some high school,standard,completed,53,48,50
male,group C,high school,standard,none,75,82,77
female,group B,associate's degree,standard,none,61,64,63
female,group C,some college,standard,completed,65,60,66
female,group D,associate's degree,standard,completed,90,100,100
male,group B,some college,standard,none,74,69,57
female,group D,some high school,standard,none,74,69,68
male,group C,some college,free/reduced,completed,55,62,52
female,group D,high school,standard,none,43,45,49
female,group C,master's degree,free/reduced,none,60,82,78
male,group A,bachelor's degree,free/reduced,none,79,73,67
male,group B,bachelor's degree,free/reduced,none,64,70,64
male,group D,associate's degree,standard,completed,72,65,70
male,group B,associate's degree,standard,completed,87,93,84
male,group C,some college,standard,none,56,51,51
female,group E,high school,standard,none,75,68,69
male,group D,bachelor's degree,standard,completed,83,86,90
female,group B,associate's degree,free/reduced,none,67,80,75
male,group B,bachelor's degree,free/reduced,completed,62,66,66
male,group A,some college,standard,none,80,71,69
female,group D,high school,free/reduced,none,40,62,63
male,group E,some college,free/reduced,completed,65,60,54
male,group C,associate's degree,standard,none,65,71,66
female,group C,high school,standard,completed,57,75,79
female,group D,associate's degree,free/reduced,none,59,73,78
female,group B,bachelor's degree,free/reduced,none,39,50,49
male,group C,associate's degree,free/reduced,none,67,63,66
male,group D,some high school,free/reduced,none,48,55,55
female,group A,bachelor's degree,standard,completed,83,94,97
male,group D,high school,standard,none,85,77,75
female,group D,high school,standard,none,71,83,75
female,group B,high school,free/reduced,completed,39,49,53
female,group A,high school,free/reduced,completed,50,63,56
female,group C,high school,free/reduced,completed,60,68,66
female,group E,some college,free/reduced,none,74,75,79
male,group E,high school,standard,completed,87,88,80
male,group B,some college,standard,none,61,47,51
male,group D,master's degree,free/reduced,completed,75,81,79
female,group C,high school,standard,completed,73,88,83
female,group C,master's degree,free/reduced,completed,88,97,100
female,group B,associate's degree,standard,completed,70,78,76
female,group E,some high school,free/reduced,none,38,49,50
female,group E,associate's degree,standard,none,84,88,90
female,group D,some college,free/reduced,none,70,74,70
male,group B,some college,free/reduced,none,55,57,50
male,group C,some college,standard,completed,83,78,72
female,group C,bachelor's degree,standard,none,71,82,75
female,group D,some high school,free/reduced,completed,65,75,82
female,group C,some high school,standard,none,50,71,64
male,group D,some high school,standard,none,43,50,45
male,group B,master's degree,standard,none,72,74,70
female,group D,some high school,standard,none,77,81,80
female,group E,master's degree,standard,none,100,100,100
male,group C,high school,standard,completed,77,83,79
female,group B,some high school,standard,completed,61,81,79
male,group D,some college,standard,none,64,53,50
female,group C,some college,free/reduced,completed,45,62,65
female,group B,associate's degree,standard,none,53,78,76
male,group B,associate's degree,free/reduced,completed,57,54,56
female,group D,bachelor's degree,free/reduced,none,50,69,63
male,group A,bachelor's degree,free/reduced,none,67,64,64
female,group B,master's degree,standard,completed,55,62,66
male,group A,some college,free/reduced,completed,62,56,55
male,group E,some high school,standard,none,87,73,70
male,group D,high school,free/reduced,none,28,17,14
female,group B,some high school,free/reduced,none,47,62,50
female,group C,high school,standard,none,49,73,59
female,group E,high school,free/reduced,none,40,54,49
male,group E,some high school,standard,completed,63,49,56
female,group E,some college,free/reduced,completed,85,91,94
female,group D,bachelor's degree,free/reduced,none,34,37,41
male,group C,bachelor's degree,free/reduced,none,83,80,83
female,group B,associate's degree,free/reduced,none,63,70,69
male,group D,bachelor's degree,standard,none,84,81,78
male,group C,high school,standard,none,58,47,44
female,group A,some high school,free/reduced,none,47,63,65
female,group D,high school,standard,none,58,61,67
male,group D,some college,standard,none,44,46,45
male,group B,master's degree,free/reduced,none,64,54,50
male,group D,some high school,free/reduced,none,44,39,44
male,group E,associate's degree,free/reduced,none,61,64,53
female,group E,associate's degree,standard,none,76,79,77
female,group E,bachelor's degree,standard,none,65,73,70
female,group C,some college,standard,completed,85,95,92
female,group C,associate's degree,standard,none,67,77,73
female,group D,associate's degree,free/reduced,none,61,68,75
female,group B,associate's degree,standard,none,55,72,71
male,group E,some college,free/reduced,none,66,47,42
female,group D,some high school,standard,none,72,82,81
male,group A,high school,standard,completed,82,71,75
male,group C,bachelor's degree,standard,completed,67,63,69
female,group D,some high school,standard,none,61,67,65
male,group B,high school,free/reduced,completed,52,54,53
female,group E,some college,standard,none,92,96,95
male,group E,high school,free/reduced,completed,53,52,47
male,group C,some college,free/reduced,none,53,52,50
male,group C,high school,standard,none,71,64,60
male,group B,master's degree,free/reduced,none,43,40,43
male,group C,bachelor's degree,standard,completed,74,69,70
female,group C,bachelor's degree,standard,none,66,86,81
female,group C,high school,standard,completed,69,85,85
female,group D,high school,standard,completed,37,52,50
male,group B,associate's degree,standard,completed,60,54,51
female,group C,some college,standard,completed,89,86,88
female,group C,some high school,free/reduced,none,49,70,56
female,group C,bachelor's degree,standard,none,60,71,73
female,group E,some high school,standard,none,91,100,93
female,group D,some college,standard,none,71,91,86
male,group D,associate's degree,standard,none,74,68,69
male,group D,some high school,free/reduced,none,78,78,78
male,group B,some high school,standard,none,74,70,66
male,group C,some college,standard,completed,83,76,78
male,group A,some high school,free/reduced,none,52,53,47
male,group B,high school,free/reduced,none,64,67,65
male,group C,some high school,free/reduced,none,37,38,32
male,group E,some high school,standard,none,92,82,82
female,group B,master's degree,standard,completed,78,87,88
male,group C,some college,free/reduced,none,34,36,35
female,group E,associate's degree,standard,none,87,100,99
female,group C,master's degree,standard,none,92,91,93
male,group C,some college,standard,none,91,77,69
male,group B,some college,standard,completed,82,86,82
male,group D,high school,standard,none,62,52,51
male,group C,associate's degree,free/reduced,completed,68,71,71
male,group E,some high school,free/reduced,completed,63,65,60
female,group D,high school,free/reduced,none,47,64,59
female,group C,associate's degree,free/reduced,none,42,59,53
male,group C,high school,standard,none,69,67,64
female,group C,some college,standard,none,59,76,75
female,group D,high school,free/reduced,none,63,74,76
male,group C,associate's degree,standard,none,77,67,64
male,group B,some high school,standard,none,84,80,67
female,group E,associate's degree,free/reduced,completed,87,100,100
female,group D,some college,standard,completed,71,84,85
female,group B,high school,standard,none,57,66,61
male,group E,high school,standard,none,79,74,67
female,group E,some college,standard,none,78,88,82
male,group A,master's degree,free/reduced,none,53,54,47
male,group E,high school,standard,none,86,71,67
female,group A,some high school,standard,completed,58,68,65
female,group C,some college,standard,none,79,79,85
male,group C,high school,free/reduced,completed,74,71,67
female,group A,some college,standard,completed,62,73,73
male,group E,some college,standard,none,86,77,72
male,group C,bachelor's degree,standard,none,56,57,47
female,group E,some college,standard,none,84,83,80
male,group C,some college,standard,completed,96,93,91
female,group B,some college,standard,completed,69,80,79
male,group D,some high school,standard,none,50,40,41
male,group B,associate's degree,free/reduced,completed,84,85,86
female,group D,some college,standard,none,50,59,61
female,group A,some high school,standard,none,53,68,66
female,group C,bachelor's degree,standard,completed,80,92,94
male,group C,high school,standard,none,70,74,69
female,group D,high school,standard,none,75,88,91
female,group E,bachelor's degree,standard,completed,78,87,92
female,group B,some college,standard,none,67,61,61
female,group E,master's degree,standard,none,100,96,100
male,group B,high school,standard,completed,79,68,70
female,group A,some high school,standard,completed,69,75,76
female,group D,some high school,standard,completed,49,63,60
male,group B,some college,standard,none,76,75,72
male,group B,high school,standard,none,88,84,83
male,group D,some high school,standard,completed,99,85,82
male,group D,associate's degree,free/reduced,none,48,47,39
female,group C,high school,standard,completed,87,93,89
female,group D,associate's degree,standard,none,62,74,72
male,group E,some high school,free/reduced,none,80,70,67
female,group B,some college,standard,none,70,65,65
male,group C,some college,free/reduced,none,70,70,60
female,group D,bachelor's degree,standard,completed,78,83,92
female,group D,bachelor's degree,free/reduced,none,78,95,97
male,group E,bachelor's degree,free/reduced,none,56,62,60
female,group C,associate's degree,standard,none,53,68,62
male,group B,associate's degree,standard,none,54,59,56
female,group E,some high school,standard,none,72,76,73
male,group C,some high school,standard,none,67,60,54
female,group A,some college,free/reduced,none,53,65,58
female,group A,some high school,standard,none,69,72,70
female,group B,some high school,standard,completed,81,89,91
male,group C,bachelor's degree,standard,completed,87,93,94
male,group B,bachelor's degree,free/reduced,none,73,82,69
male,group B,some college,standard,completed,63,53,57
female,group B,bachelor's degree,standard,none,68,73,68
male,group D,high school,free/reduced,completed,45,49,50
female,group E,associate's degree,standard,none,71,60,65
male,group D,associate's degree,free/reduced,none,40,33,32
male,group D,high school,standard,none,78,67,71
female,group B,associate's degree,free/reduced,none,65,83,82
female,group D,some college,free/reduced,completed,68,76,77
female,group D,high school,standard,none,69,58,63
female,group C,high school,standard,none,56,68,66
male,group D,bachelor's degree,standard,none,56,54,51
male,group C,some high school,standard,none,86,85,81
male,group E,associate's degree,standard,none,90,77,81
female,group E,bachelor's degree,standard,none,73,57,67
female,group C,some high school,standard,none,61,69,66
female,group C,associate's degree,free/reduced,none,36,58,53
male,group C,bachelor's degree,standard,none,81,88,85
male,group E,bachelor's degree,standard,completed,83,69,77
male,group D,some college,standard,none,65,70,67
female,group B,high school,standard,completed,46,59,54
female,group E,some high school,standard,completed,64,65,73
female,group C,master's degree,standard,none,51,65,60
male,group B,high school,standard,completed,77,70,72
female,group E,high school,free/reduced,completed,80,94,85
female,group E,some college,standard,completed,83,87,97
male,group C,some college,standard,none,72,70,65
female,group A,associate's degree,free/reduced,completed,61,77,78
male,group A,high school,standard,none,78,69,59
female,group C,some high school,free/reduced,completed,32,51,53
male,group B,some college,standard,completed,71,69,72
male,group B,some college,standard,completed,65,67,60
female,group D,some high school,standard,none,82,82,85
male,group C,associate's degree,standard,none,79,80,79
female,group D,high school,standard,none,59,69,68
male,group C,high school,standard,none,66,48,43
female,group B,some college,standard,completed,63,75,81
male,group D,some high school,free/reduced,none,71,60,59
male,group D,bachelor's degree,standard,completed,93,87,91
female,group B,associate's degree,free/reduced,completed,71,87,82
male,group D,high school,free/reduced,completed,72,81,74
female,group D,some high school,free/reduced,completed,64,74,81
female,group A,master's degree,standard,completed,66,74,80
male,group B,high school,standard,completed,78,89,85
male,group D,associate's degree,standard,none,73,82,76
female,group C,some college,standard,none,59,73,74
female,group E,some college,free/reduced,none,79,84,83
male,group A,some high school,free/reduced,none,57,46,47
male,group B,some high school,free/reduced,none,53,65,59
female,group B,high school,standard,none,83,94,94
female,group D,associate's degree,free/reduced,completed,76,81,88
female,group D,associate's degree,standard,none,87,97,92
female,group E,associate's degree,standard,none,95,98,100
female,group A,associate's degree,free/reduced,none,58,69,70
male,group E,some high school,free/reduced,completed,58,59,61
male,group D,bachelor's degree,free/reduced,none,78,83,79
male,group C,bachelor's degree,standard,none,85,79,82
male,group C,master's degree,standard,completed,81,88,83
male,group C,high school,standard,completed,64,59,54
male,group E,high school,standard,completed,92,93,87
female,group E,high school,standard,none,72,63,62
female,group D,some college,free/reduced,none,63,76,68
male,group D,associate's degree,standard,none,83,75,77
female,group B,high school,free/reduced,completed,51,72,70
female,group C,high school,free/reduced,none,50,53,55
male,group B,associate's degree,standard,completed,89,81,82
female,group D,associate's degree,free/reduced,none,68,79,77
female,group D,some college,standard,none,69,79,81
female,group C,some high school,free/reduced,none,63,77,71
male,group E,high school,standard,completed,94,91,84
male,group E,some high school,standard,completed,100,100,94
female,group B,associate's degree,standard,none,70,82,76
male,group C,some high school,free/reduced,none,50,59,53
male,group E,high school,free/reduced,none,82,78,76
male,group C,associate's degree,free/reduced,none,61,56,53
female,group C,some college,standard,none,83,87,82
female,group B,high school,free/reduced,none,43,52,49
male,group B,high school,standard,completed,74,65,68
male,group D,some high school,standard,none,67,53,56
male,group E,some high school,free/reduced,none,74,68,67
female,group D,some high school,standard,completed,69,83,77
female,group B,some high school,standard,none,58,66,57
female,group D,associate's degree,free/reduced,none,68,76,78
female,group C,high school,free/reduced,completed,60,75,75
female,group B,master's degree,free/reduced,none,69,87,85
male,group A,some high school,standard,completed,62,63,63
female,group E,master's degree,standard,completed,87,87,96
male,group C,associate's degree,standard,completed,73,78,76
male,group B,some high school,standard,none,64,72,65
male,group C,associate's degree,free/reduced,completed,62,64,67
male,group D,some high school,standard,none,66,63,59
female,group E,bachelor's degree,standard,completed,71,80,84
male,group A,bachelor's degree,free/reduced,completed,67,68,56
